Storeid,Cogs,Date,MarketSize,Market,Marketing,ProductLine,ProductType,Product,Profit,Sales,State,TargetCOGS,TargetProfit,TargetSales,OtherExpenses
509,94,01-11-2013,Small Market,West,85,Beans,Coffee,Decaf Irish Cream,24,239,Washington,110,40,260,114
971,181,01-11-2013,Small Market,West,50,Beans,Espresso,Decaf Espresso,160,387,Oregon,170,120,350,74
435,69,01-11-2013,Small Market,West,21,Beans,Coffee,Amaretto,58,160,Utah,80,50,170,42
541,53,01-11-2013,Small Market,West,17,Beans,Coffee,Colombian,21,136,Oregon,60,40,150,61
253,63,01-11-2013,Small Market,West,20,Beans,Coffee,Colombian,74,166,Washington,70,70,180,43
775,15,01-11-2013,Small Market,West,4,Beans,Espresso,Caffe Mocha,13,42,Nevada,10,10,30,15
801,101,01-11-2013,Small Market,West,33,Beans,Espresso,Caffe Mocha,126,246,Utah,90,90,220,45
702,121,01-11-2013,Small Market,West,109,Leaves,Herbal Tea,Chamomile,39,308,Nevada,110,20,260,142
206,130,01-11-2013,Small Market,West,42,Leaves,Herbal Tea,Chamomile,181,346,Washington,120,120,300,73
702,173,01-11-2013,Small Market,West,57,Leaves,Herbal Tea,Lemon,205,439,Nevada,160,130,380,101
541,88,01-11-2013,Small Market,West,29,Leaves,Herbal Tea,Lemon,104,213,Oregon,80,70,180,42
775,113,01-11-2013,Small Market,West,36,Leaves,Herbal Tea,Mint,159,296,Nevada,100,100,250,58
775,228,01-11-2013,Small Market,West,75,Leaves,Tea,Darjeeling,291,567,Nevada,160,140,380,108
702,211,01-11-2013,Small Market,West,59,Leaves,Tea,Earl Grey,190,451,Nevada,150,80,300,84
503,78,01-11-2013,Small Market,West,25,Leaves,Tea,Earl Grey,92,210,Oregon,50,50,140,57
775,245,01-11-2013,Small Market,West,93,Leaves,Tea,Green Tea,-505,34,Nevada,180,-280,0,127
971,102,01-11-2013,Small Market,West,31,Leaves,Tea,Green Tea,132,261,Oregon,70,70,170,54
951,224,01-12-2013,Major Market,West,73,Beans,Coffee,Decaf Irish Cream,-221,205,California,260,-150,220,117
209,247,01-12-2013,Major Market,West,81,Beans,Espresso,Decaf Espresso,321,614,California,240,210,550,113
209,127,01-12-2013,Major Market,West,40,Beans,Coffee,Amaretto,-131,109,California,150,-90,120,63
530,279,01-12-2013,Major Market,West,97,Beans,Coffee,Colombian,402,745,California,330,350,830,149
949,250,01-12-2013,Major Market,West,70,Beans,Espresso,Caffe Latte,233,534,California,240,160,480,94
530,135,01-12-2013,Major Market,West,122,Beans,Espresso,Caffe Mocha,46,343,California,130,40,310,156
916,86,01-12-2013,Major Market,West,24,Leaves,Herbal Tea,Chamomile,132,224,California,80,80,190,35
661,241,01-12-2013,Major Market,West,74,Leaves,Herbal Tea,Lemon,279,559,California,220,170,480,96
323,123,01-12-2013,Major Market,West,34,Leaves,Tea,Darjeeling,199,322,California,90,110,220,45
801,68,01-12-2013,Small Market,West,25,Beans,Coffee,Decaf Irish Cream,39,163,Utah,80,50,180,59
206,105,01-12-2013,Small Market,West,95,Beans,Coffee,Decaf Irish Cream,30,266,Washington,120,50,290,125
971,153,01-12-2013,Small Market,West,42,Beans,Espresso,Decaf Espresso,129,326,Oregon,150,80,290,66
360,80,01-12-2013,Small Market,West,24,Beans,Espresso,Decaf Espresso,76,188,Washington,70,60,170,45
435,63,01-12-2013,Small Market,West,19,Beans,Coffee,Amaretto,53,148,Utah,70,50,160,40
360,72,01-12-2013,Small Market,West,23,Beans,Coffee,Colombian,86,188,Washington,80,80,200,46
775,16,01-12-2013,Small Market,West,4,Beans,Espresso,Caffe Mocha,15,44,Nevada,10,10,30,15
435,94,01-12-2013,Small Market,West,31,Beans,Espresso,Caffe Mocha,114,228,Utah,90,70,200,43
702,135,01-12-2013,Small Market,West,122,Leaves,Herbal Tea,Chamomile,47,343,Nevada,120,30,290,155
253,115,01-12-2013,Small Market,West,37,Leaves,Herbal Tea,Chamomile,156,308,Washington,100,110,260,69
702,224,01-12-2013,Small Market,West,73,Leaves,Herbal Tea,Lemon,288,569,Nevada,210,170,490,116
503,81,01-12-2013,Small Market,West,26,Leaves,Herbal Tea,Lemon,98,197,Oregon,70,70,170,38
775,127,01-12-2013,Small Market,West,40,Leaves,Herbal Tea,Mint,181,332,Nevada,120,120,290,63
775,247,01-12-2013,Small Market,West,81,Leaves,Tea,Darjeeling,319,614,Nevada,180,150,420,114
775,250,01-12-2013,Small Market,West,70,Leaves,Tea,Earl Grey,233,534,Nevada,180,100,360,94
971,88,01-12-2013,Small Market,West,29,Leaves,Tea,Earl Grey,108,236,Oregon,60,60,160,60
775,294,01-12-2013,Small Market,West,111,Leaves,Tea,Green Tea,-605,33,Nevada,210,-320,0,145
503,134,01-12-2013,Small Market,West,41,Leaves,Tea,Green Tea,180,341,Oregon,90,100,230,65
435,20,01-12-2013,Small Market,West,7,Leaves,Tea,Green Tea,-22,48,Utah,10,0,30,40
